item_name,source,date,url,price,discount,price_before_discount,stock,sold,cmt_count,liked_count,item_status,is_latest
HP 14-DV2007TX Laptop (6C300PA#UUF) Silver - (14IN FHD/Core i5-1235U/8GB DDR4/512GB SSD/MX550 2GB/Win11/Preload Office H&S),shopee,6/22/2023 18:07,https://shopee.com.my/HP-14-DV2007TX-Laptop-(6C300PA-UUF)-Silver-(14IN-FHD-Core-i5-1235U-8GB-DDR4-512GB-SSD-MX550-2GB-Win11-Preload-Office-H-S)-i.80771953.18809946689?sp_atk=149c5cdd-0005-4619-92cf-d17527738565&xptdk=149c5cdd-0005-4619-92cf-d17527738565,2999,10%,19421389,8,0,1,0,normal,FALSE
